regimen_id,regimen_name,source_component_count,projected_component_count,projected_components_json,excluded_components_json,added_lexical_components_json,explicit_missing_curated_components_json,benchmark_eligible,reason
582,"cisplatin, dacarbazine, paclitaxel",3,3,"[""Cisplatin"",""Dacarbazine"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
583,"cisplatin, dacarbazine, tamoxifen",3,3,"[""Cisplatin"",""Dacarbazine"",""Tamoxifen""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
584,"cisplatin, docetaxel, rt",2,2,"[""Cisplatin"",""Docetaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
585,"cisplatin, doxorubicin, paclitaxel",2,0,[],"[""Cisplatin"",""Paclitaxel""]",[],"[""Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
586,"cisplatin, epirubicin, ifosfamide",3,3,"[""Cisplatin"",""Epirubicin"",""Ifosfamide""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
587,"cisplatin, etoposide, irinotecan",3,3,"[""Cisplatin"",""Etoposide"",""Irinotecan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
588,"cisplatin, gefitinib, pemetrexed",3,3,"[""Cisplatin"",""Gefitinib"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
589,"cisplatin, interferon alfa-2a, isotretinoin",3,3,"[""Cisplatin"",""interferon alfa-2a"",""isotretinoin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
590,"cisplatin, irinotecan, rt",2,2,"[""Cisplatin"",""Irinotecan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
591,"cisplatin, osimertinib, pemetrexed",3,3,"[""Cisplatin"",""Osimertinib"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
592,"cisplatin, paclitaxel, atezolizumab, bevacizumab",4,4,"[""Atezolizumab"",""Bevacizumab"",""Cisplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
593,"cisplatin, paclitaxel, bevacizumab",3,3,"[""Bevacizumab"",""Cisplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
594,"cisplatin, paclitaxel, bevacizumab, pembrolizumab",4,4,"[""Bevacizumab"",""Cisplatin"",""Paclitaxel"",""Pembrolizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
595,"cisplatin, paclitaxel, camrelizumab",2,2,"[""Cisplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
596,"cisplatin, paclitaxel, cemiplimab",3,3,"[""Cemiplimab"",""Cisplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
597,"cisplatin, paclitaxel, pembrolizumab",3,3,"[""Cisplatin"",""Paclitaxel"",""Pembrolizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
598,"cisplatin, paclitaxel, sintilimab",2,2,"[""Cisplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
599,"cisplatin, paclitaxel, tislelizumab",3,3,"[""Cisplatin"",""Paclitaxel"",""tislelizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
600,"cisplatin, paclitaxel, toripalimab",3,3,"[""Cisplatin"",""Paclitaxel"",""toripalimab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
601,"cisplatin, pemetrexed, cemiplimab",3,3,"[""Cemiplimab"",""Cisplatin"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
602,"cisplatin, pemetrexed, durvalumab",3,3,"[""Cisplatin"",""Durvalumab"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
603,"cisplatin, pemetrexed, ipilimumab, nivolumab",4,4,"[""Cisplatin"",""Ipilimumab"",""Nivolumab"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
604,"cisplatin, pemetrexed, nivolumab",3,3,"[""Cisplatin"",""Nivolumab"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
605,"cisplatin, pemetrexed, pembrolizumab",3,3,"[""Cisplatin"",""Pembrolizumab"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
606,"cisplatin, pemetrexed, rt",2,2,"[""Cisplatin"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
607,"cisplatin, pemetrexed, sintilimab",2,2,"[""Cisplatin"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
608,"cisplatin, pemetrexed, tislelizumab",3,3,"[""Cisplatin"",""Pemetrexed"",""tislelizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
609,"cisplatin, pemetrexed, ttfields",2,2,"[""Cisplatin"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
610,"cisplatin, vinblastine, rt",1,0,[],"[""Cisplatin""]",[],"[""Vinblastine""]",false,explicit_curated_component_missing_from_uotd_links
611,"cisplatin, vinorelbine, cetuximab",3,3,"[""Cetuximab"",""Cisplatin"",""Vinorelbine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
612,"cisplatin, vinorelbine, rt",2,2,"[""Cisplatin"",""Vinorelbine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
613,cladribine and cytarabine,1,0,[],"[""cladribine""]",[],"[""Cytarabine""]",false,explicit_curated_component_missing_from_uotd_links
614,cladribine and prednisone,1,0,[],"[""cladribine""]",[],"[""Prednisone""]",false,explicit_curated_component_missing_from_uotd_links
615,cladribine and rituximab,2,2,"[""cladribine"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
616,cladribine monotherapy,1,0,[],"[""cladribine""]",[],[],false,fewer_than_two_direct_lexical_components
617,clag,2,0,[],"[""cladribine"",""Filgrastim""]",[],[],false,fewer_than_two_direct_lexical_components
618,clag-m,3,0,[],"[""cladribine"",""Filgrastim"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
619,clara,2,0,[],"[""clofarabine"",""Filgrastim""]",[],[],false,fewer_than_two_direct_lexical_components
620,clarithromycin monotherapy,1,0,[],"[""clarithromycin""]",[],[],false,fewer_than_two_direct_lexical_components
621,"clarithromycin, metronidzole, ppi",3,0,[],"[""clarithromycin"",""metronidazole"",""Omeprazole""]",[],[],false,fewer_than_two_direct_lexical_components
622,"clarithromycin, tetracycline, ppi, bismuth",3,2,"[""clarithromycin"",""tetracycline""]","[""Omeprazole""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
623,clf,3,0,[],"[""Cisplatin"",""Fluorouracil"",""folic acid""]",[],[],false,fewer_than_two_direct_lexical_components
624,clofarabine and cytarabine,1,0,[],"[""clofarabine""]",[],"[""Cytarabine""]",false,explicit_curated_component_missing_from_uotd_links
625,clofarabine and lodac,1,0,[],"[""clofarabine""]",[],[],false,fewer_than_two_direct_lexical_components
626,clofarabine and lodac/decitabine,2,2,"[""clofarabine"",""Decitabine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
627,clofarabine and melphalan,2,2,"[""clofarabine"",""Melphalan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
628,"clofarabine and melphalan, then allo hsct",2,2,"[""clofarabine"",""Melphalan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
629,clofarabine monotherapy,1,0,[],"[""clofarabine""]",[],[],false,fewer_than_two_direct_lexical_components
630,cmc,3,0,[],"[""cladribine"",""Cyclophosphamide"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
631,cmc-vap,5,0,[],"[""Cyclophosphamide"",""Lomustine"",""Methotrexate"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
632,cmed,3,0,[],"[""Cyclophosphamide"",""Etoposide"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
633,cmf,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
634,cmf and h,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
635,cmf-e,4,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
636,cmf-flu,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
637,cmf-h,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Trastuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
638,cmfh,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Hydroxyurea"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
639,cmfp,3,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
640,cmfp-va,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
641,cmfpt,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Tamoxifen""]",[],[],false,fewer_than_two_direct_lexical_components
642,cmfpth,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Tamoxifen""]",[],[],false,fewer_than_two_direct_lexical_components
643,cmft,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Tamoxifen""]",[],[],false,fewer_than_two_direct_lexical_components
644,cmfv,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
645,cmfvat,5,0,[],"[""atovaquone"",""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
646,cmfvp,4,0,[],"[""Cyclophosphamide"",""Fluorouracil"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
647,cmh,2,0,[],"[""Cyclophosphamide"",""Hydroxyurea""]",[],[],false,fewer_than_two_direct_lexical_components
648,cnop,3,0,[],"[""Cyclophosphamide"",""mitoxantrone"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
649,coap-bleo,3,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
650,cobimetinib and vemurafenib,2,2,"[""Cobimetinib"",""Vemurafenib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
651,cobimetinib monotherapy,1,0,[],"[""Cobimetinib""]",[],[],false,fewer_than_two_direct_lexical_components
652,"cobimetinib, vemurafenib, atezolizumab",3,3,"[""Atezolizumab"",""Cobimetinib"",""Vemurafenib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
653,cobmam,4,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
654,codox,4,0,[],"[""Cyclophosphamide"",""folic acid"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
655,codox-m,3,0,[],"[""Cyclophosphamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
656,codox-m/ivac,5,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
657,cog a3961 protocol,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
658,cog a3973 with myeloablative therapy,7,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""isotretinoin"",""Melphalan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
659,cog a3973 without myeloablative therapy,6,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""isotretinoin"",""Topotecan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
660,cog a9961 regimen,3,0,[],"[""Cisplatin"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
661,cog aall0434 protocol,7,0,[],"[""Cyclophosphamide"",""Mercaptopurine"",""Methotrexate"",""nelarabine"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
662,cog aall0932 protocol for standard-risk,6,0,[],"[""Cyclophosphamide"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
663,cog aall1131 protocol,2,0,[],"[""pegaspargase"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
664,cog aall1131 protocol for ds hr b-all,6,0,[],"[""Cyclophosphamide"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
665,cog aall1131 protocol for hr b-all,6,0,[],"[""Cyclophosphamide"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
666,cog aall1131 protocol for ph-like b-all (dasatinib arm),7,0,[],"[""Cyclophosphamide"",""Dasatinib"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
667,cog aall1131 protocol for vhr b-all,6,0,[],"[""Cyclophosphamide"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
668,cog aall1231 protocol arm a,8,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Mercaptopurine"",""Methotrexate"",""pegaspargase"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
669,cog aaml0531 arm b (gemtuzumab),14,0,[],"[""Asparaginase"",""Cisplatin"",""Cyclophosphamide"",""dactinomycin"",""Etoposide"",""gemtuzumab ozogamicin"",""Ifosfamide"",""Irinotecan"",""Methotrexate"",""mitoxantrone"",""Sorafenib"",""Temsirolimus"",""Vincristine"",""Vinorelbine""]",[],[],false,fewer_than_two_direct_lexical_components
670,cog aaml1421 protocol,3,0,[],"[""cytarabine / daunorubicin"",""Filgrastim"",""fludarabine""]",[],[],false,fewer_than_two_direct_lexical_components
671,cog acns0331 reduced dose csrt with reduced volume boost to tumor bed,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
672,cog acns0331 reduced dose csrt with standard volume boost,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
673,cog acns0331 standard dose csrt with reduced volume boost to tumor bed,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
674,cog acns0331 standard dose csrt with standard volume boost,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
675,cog acns0332 protocol a,3,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
676,cog acns0332 protocol b,4,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
677,cog acns0332 regimen c,3,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
678,cog acns0332 regimen d,4,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
679,cog acns0334 protocol a,6,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""thiotepa"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
680,cog acns0334 protocol b,7,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""Methotrexate"",""thiotepa"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
681,cog acns1221 protocol,12,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""dactinomycin"",""Etoposide"",""Ifosfamide"",""Irinotecan"",""Methotrexate"",""retifanlimab"",""Temozolomide"",""thiotepa"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
682,cog aews0031 protocol a,4,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
683,cog aews0031 protocol b,4,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
684,cog aews1031 regimen a,4,0,[],"[""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
685,cog ahep0731 protocol f,3,0,[],"[""Cisplatin"",""Fluorouracil"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
686,cog ahep0731 protocol h - non-responders,5,0,[],"[""Cisplatin"",""Fluorouracil"",""Irinotecan"",""Temsirolimus"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
687,cog ahep0731 protocol h - responders,5,0,[],"[""Cisplatin"",""Fluorouracil"",""Irinotecan"",""Temsirolimus"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
688,cog ahep0731 protocol t,3,0,[],"[""Cisplatin"",""Fluorouracil"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
689,cog ahep0731 protocol w,2,0,[],"[""Irinotecan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
690,cog anbl 0032 regimen a,1,0,[],"[""isotretinoin""]",[],[],false,fewer_than_two_direct_lexical_components
691,cog anbl0531 group,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
692,cog anbl0532 regimen a,8,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""isotretinoin"",""Melphalan"",""Topotecan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
693,cog anbl0532 regimen b,9,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""isotretinoin"",""Melphalan"",""thiotepa"",""Topotecan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
694,cog anbl0931 post-consolidation,3,0,[],"[""aldesleukin"",""dinutuximab"",""isotretinoin""]",[],[],false,fewer_than_two_direct_lexical_components
695,cog anbl17p1 protocol,9,0,[],"[""Cisplatin"",""Cyclophosphamide"",""dinutuximab"",""Etoposide"",""isotretinoin"",""Melphalan"",""thiotepa"",""Topotecan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
696,cog anhl12p1 protocol,5,0,[],"[""Brentuximab Vedotin"",""Cyclophosphamide"",""Etoposide"",""Ifosfamide"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
697,cog d9602 subgroup a clinical group 1 protocol,2,0,[],"[""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
698,cog d9602 subgroup a clinical group 2 protocol,2,0,[],"[""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
699,cog d9602 subgroup a clinical group 3 protocol,2,0,[],"[""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
700,cog d9602 subgroup b clinical group 1 protocol,3,0,[],"[""Cyclophosphamide"",""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
701,cog d9602 subgroup b clinical group 2 protocol,3,0,[],"[""Cyclophosphamide"",""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
702,cog d9602 subgroup b clinical group 3 protocol,3,0,[],"[""Cyclophosphamide"",""dactinomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
703,cog p9641 protocol,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
704,coi,3,0,[],"[""Capecitabine"",""Irinotecan"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
705,cojec,5,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
706,colchicine monotherapy,1,0,[],"[""colchicine""]",[],[],false,fewer_than_two_direct_lexical_components
707,coma-a,3,0,[],"[""Cyclophosphamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
708,comet-a,5,0,[],"[""Cyclophosphamide"",""Etoposide"",""folic acid"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
709,comla,4,0,[],"[""Cyclophosphamide"",""folic acid"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
710,comp,3,0,[],"[""Cyclophosphamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
711,cop-bleo,3,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
712,copa,2,0,[],"[""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
713,copac,3,0,[],"[""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
714,copad/cyve,3,0,[],"[""Cyclophosphamide"",""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
715,copadm,4,0,[],"[""Cyclophosphamide"",""folic acid"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
716,copadri-i,3,0,[],"[""Cyclophosphamide"",""Melphalan"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
717,copanlisib and rituximab,2,2,"[""copanlisib"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
718,copanlisib monotherapy,1,0,[],"[""copanlisib""]",[],[],false,fewer_than_two_direct_lexical_components
719,copdac,3,0,[],"[""Cyclophosphamide"",""Dacarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
720,cope,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
721,copp/abvd,5,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Dacarbazine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
722,cp-ac,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
723,cp-ac and pembrolizumab,4,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Paclitaxel"",""Pembrolizumab""]",[],[],false,fewer_than_two_direct_lexical_components
724,cp-ddac,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
725,cp-ec,4,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Epirubicin"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
726,cp-ec and pembrolizumab,5,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Epirubicin"",""Paclitaxel"",""Pembrolizumab""]",[],[],false,fewer_than_two_direct_lexical_components
727,cpbba,3,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Procarbazine""]",[],[],false,fewer_than_two_direct_lexical_components
728,cpr,2,0,[],"[""Cyclophosphamide"",""Lenalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
729,cpx-351 monotherapy,1,0,[],"[""cytarabine / daunorubicin""]",[],[],false,fewer_than_two_direct_lexical_components
730,crd,3,0,[],"[""Carfilzomib"",""Cyclophosphamide"",""Lenalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
731,crizotinib monotherapy,1,0,[],"[""Crizotinib""]",[],[],false,fewer_than_two_direct_lexical_components
732,crop,2,0,[],"[""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
733,cropam,4,0,[],"[""Asparaginase"",""Cyclophosphamide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
734,ctcb,3,0,[],"[""Carboplatin"",""Cyclophosphamide"",""thiotepa""]",[],[],false,fewer_than_two_direct_lexical_components
735,ctd,2,0,[],"[""Cyclophosphamide"",""Thalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
736,ctx-plat,2,0,[],"[""Cisplatin"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
737,cva-bmp,5,0,[],"[""Carmustine"",""Cyclophosphamide"",""Methotrexate"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
738,cvad,2,0,[],"[""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
739,cvap,2,0,[],"[""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
740,cvbd,2,0,[],"[""Bleomycin"",""Lomustine""]",[],[],false,fewer_than_two_direct_lexical_components
741,cvd (vinblastine),5,0,[],"[""Bortezomib"",""Cisplatin"",""Cyclophosphamide"",""Dacarbazine"",""Vincristine""]",[],"[""Vinblastine""]",false,explicit_curated_component_missing_from_uotd_links
742,"cvd, il-2, ifn alfa-2b - sequential biochemotherapy",4,0,[],"[""aldesleukin"",""Cisplatin"",""Dacarbazine"",""interferon gamma-1b""]",[],[],false,fewer_than_two_direct_lexical_components
743,cvdd,2,0,[],"[""Bortezomib"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
744,cveb,3,0,[],"[""Bleomycin"",""Cisplatin"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
745,cvi,3,0,[],"[""Carboplatin"",""Ifosfamide"",""Mesna""]",[],[],false,fewer_than_two_direct_lexical_components
746,cvp,3,0,[],"[""Cyclophosphamide"",""Lomustine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
747,"cvp, then 131iodine-tositumomab",2,0,[],"[""Cyclophosphamide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
748,cvpp,3,0,[],"[""Cyclophosphamide"",""Lomustine"",""Procarbazine""]",[],[],false,fewer_than_two_direct_lexical_components
749,cybor-d,2,0,[],"[""Bortezomib"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
750,cyclone,3,0,[],"[""Carfilzomib"",""Cyclophosphamide"",""Thalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
751,cyclophosphamide and dexamethasone,1,0,[],"[""Cyclophosphamide""]",[],"[""Dexamethasone""]",false,explicit_curated_component_missing_from_uotd_links
752,cyclophosphamide and doxorubicin (ac),1,0,[],"[""Cyclophosphamide""]",[],"[""Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
