regimen_name,components_json,regimen_id,projection_method,canonical_regimen_name
cisplatin and fluorouracil (cf) and pembrolizumab,"[""Cisplatin"",""Fluorouracil"",""Pembrolizumab""]",548,lexical_name_projection,cisplatin and fluorouracil (cf) and pembrolizumab
cisplatin and fluorouracil (cf) and rt,"[""Cisplatin"",""Fluorouracil""]",549,lexical_name_projection,cisplatin and fluorouracil (cf) and rt
cisplatin and fluorouracil (cf) and sugemalimab,"[""Cisplatin"",""Fluorouracil""]",551,lexical_name_projection,cisplatin and fluorouracil (cf) and sugemalimab
cisplatin and fluorouracil (cf) and tislelizumab,"[""Cisplatin"",""Fluorouracil"",""tislelizumab""]",552,lexical_name_projection,cisplatin and fluorouracil (cf) and tislelizumab
cisplatin and fluorouracil (cf) and trastuzumab,"[""Cisplatin"",""Fluorouracil"",""Trastuzumab""]",553,lexical_name_projection,cisplatin and fluorouracil (cf) and trastuzumab
cisplatin and fluorouracil (cf) and vincristine,"[""Cisplatin"",""Fluorouracil"",""Vincristine""]",554,lexical_name_projection,cisplatin and fluorouracil (cf) and vincristine
"cisplatin and fluorouracil (cf), pembrolizumab, trastuzumab","[""Cisplatin"",""Fluorouracil"",""Pembrolizumab"",""Trastuzumab""]",555,lexical_name_projection,"cisplatin and fluorouracil (cf), pembrolizumab, trastuzumab"
cisplatin and gemcitabine (gc) and atezolizumab,"[""Atezolizumab"",""Cisplatin"",""Gemcitabine""]",556,lexical_name_projection,cisplatin and gemcitabine (gc) and atezolizumab
cisplatin and gemcitabine (gc) and camrelizumab,"[""Cisplatin"",""Gemcitabine""]",557,lexical_name_projection,cisplatin and gemcitabine (gc) and camrelizumab
cisplatin and gemcitabine (gc) and cetuximab,"[""Cetuximab"",""Cisplatin"",""Gemcitabine""]",558,lexical_name_projection,cisplatin and gemcitabine (gc) and cetuximab
cisplatin and gemcitabine (gc) and durvalumab,"[""Cisplatin"",""Durvalumab"",""Gemcitabine""]",559,lexical_name_projection,cisplatin and gemcitabine (gc) and durvalumab
cisplatin and gemcitabine (gc) and necitumumab,"[""Cisplatin"",""Gemcitabine"",""necitumumab""]",561,lexical_name_projection,cisplatin and gemcitabine (gc) and necitumumab
cisplatin and gemcitabine (gc) and nivolumab,"[""Cisplatin"",""Gemcitabine"",""Nivolumab""]",562,lexical_name_projection,cisplatin and gemcitabine (gc) and nivolumab
cisplatin and gemcitabine (gc) and pembrolizumab,"[""Cisplatin"",""Gemcitabine"",""Pembrolizumab""]",563,lexical_name_projection,cisplatin and gemcitabine (gc) and pembrolizumab
cisplatin and gemcitabine (gc) and rt,"[""Cisplatin"",""Gemcitabine""]",564,lexical_name_projection,cisplatin and gemcitabine (gc) and rt
cisplatin and gemcitabine (gc) and toripalimab,"[""Cisplatin"",""Gemcitabine"",""toripalimab""]",565,lexical_name_projection,cisplatin and gemcitabine (gc) and toripalimab
cisplatin and gemcitabine/erlotinib,"[""Cisplatin"",""Erlotinib"",""Gemcitabine""]",566,lexical_name_projection,cisplatin and gemcitabine/erlotinib
cisplatin and ifosfamide,"[""Cisplatin"",""Ifosfamide""]",567,lexical_name_projection,cisplatin and ifosfamide
cisplatin and methotrexate,"[""Cisplatin"",""Methotrexate""]",568,lexical_name_projection,cisplatin and methotrexate
cisplatin and mitomycin,"[""Cisplatin"",""Mitomycin""]",569,lexical_name_projection,cisplatin and mitomycin
cisplatin and mitotane,"[""Cisplatin"",""mitotane""]",570,lexical_name_projection,cisplatin and mitotane
cisplatin and pemetrexed,"[""Cisplatin"",""Pemetrexed""]",571,lexical_name_projection,cisplatin and pemetrexed
cisplatin and raltitrexed,"[""Cisplatin"",""raltitrexed""]",572,lexical_name_projection,cisplatin and raltitrexed
cisplatin and temozolomide,"[""Cisplatin"",""Temozolomide""]",575,lexical_name_projection,cisplatin and temozolomide
cisplatin and vinorelbine (cvb) and nivolumab,"[""Cisplatin"",""Nivolumab"",""Vinorelbine""]",576,lexical_name_projection,cisplatin and vinorelbine (cvb) and nivolumab
"cisplatin, cetuximab, rt","[""Cetuximab"",""Cisplatin""]",578,lexical_name_projection,"cisplatin, cetuximab, rt"
"cisplatin, cyclophosphamide, interferon gamma-1b","[""Cisplatin"",""Cyclophosphamide"",""interferon gamma-1b""]",579,lexical_name_projection,"cisplatin, cyclophosphamide, interferon gamma-1b"
"cisplatin, dacarbazine, il-2, ifn alfa-2b plus /- carmustine","[""Carmustine"",""Cisplatin"",""Dacarbazine""]",580,lexical_name_projection,"cisplatin, dacarbazine, il-2, ifn alfa-2b plus /- carmustine"
"cisplatin, dacarbazine, interferon alfa-2b","[""Cisplatin"",""Dacarbazine""]",581,lexical_name_projection,"cisplatin, dacarbazine, interferon alfa-2b"
"cisplatin, dacarbazine, paclitaxel","[""Cisplatin"",""Dacarbazine"",""Paclitaxel""]",582,lexical_name_projection,"cisplatin, dacarbazine, paclitaxel"
"cisplatin, dacarbazine, tamoxifen","[""Cisplatin"",""Dacarbazine"",""Tamoxifen""]",583,lexical_name_projection,"cisplatin, dacarbazine, tamoxifen"
"cisplatin, docetaxel, rt","[""Cisplatin"",""Docetaxel""]",584,lexical_name_projection,"cisplatin, docetaxel, rt"
"cisplatin, epirubicin, ifosfamide","[""Cisplatin"",""Epirubicin"",""Ifosfamide""]",586,lexical_name_projection,"cisplatin, epirubicin, ifosfamide"
"cisplatin, etoposide, irinotecan","[""Cisplatin"",""Etoposide"",""Irinotecan""]",587,lexical_name_projection,"cisplatin, etoposide, irinotecan"
"cisplatin, gefitinib, pemetrexed","[""Cisplatin"",""Gefitinib"",""Pemetrexed""]",588,lexical_name_projection,"cisplatin, gefitinib, pemetrexed"
"cisplatin, interferon alfa-2a, isotretinoin","[""Cisplatin"",""interferon alfa-2a"",""isotretinoin""]",589,lexical_name_projection,"cisplatin, interferon alfa-2a, isotretinoin"
"cisplatin, irinotecan, rt","[""Cisplatin"",""Irinotecan""]",590,lexical_name_projection,"cisplatin, irinotecan, rt"
"cisplatin, osimertinib, pemetrexed","[""Cisplatin"",""Osimertinib"",""Pemetrexed""]",591,lexical_name_projection,"cisplatin, osimertinib, pemetrexed"
"cisplatin, paclitaxel, atezolizumab, bevacizumab","[""Atezolizumab"",""Bevacizumab"",""Cisplatin"",""Paclitaxel""]",592,lexical_name_projection,"cisplatin, paclitaxel, atezolizumab, bevacizumab"
"cisplatin, paclitaxel, bevacizumab","[""Bevacizumab"",""Cisplatin"",""Paclitaxel""]",593,lexical_name_projection,"cisplatin, paclitaxel, bevacizumab"
"cisplatin, paclitaxel, bevacizumab, pembrolizumab","[""Bevacizumab"",""Cisplatin"",""Paclitaxel"",""Pembrolizumab""]",594,lexical_name_projection,"cisplatin, paclitaxel, bevacizumab, pembrolizumab"
"cisplatin, paclitaxel, camrelizumab","[""Cisplatin"",""Paclitaxel""]",595,lexical_name_projection,"cisplatin, paclitaxel, camrelizumab"
"cisplatin, paclitaxel, cemiplimab","[""Cemiplimab"",""Cisplatin"",""Paclitaxel""]",596,lexical_name_projection,"cisplatin, paclitaxel, cemiplimab"
"cisplatin, paclitaxel, pembrolizumab","[""Cisplatin"",""Paclitaxel"",""Pembrolizumab""]",597,lexical_name_projection,"cisplatin, paclitaxel, pembrolizumab"
"cisplatin, paclitaxel, sintilimab","[""Cisplatin"",""Paclitaxel""]",598,lexical_name_projection,"cisplatin, paclitaxel, sintilimab"
"cisplatin, paclitaxel, tislelizumab","[""Cisplatin"",""Paclitaxel"",""tislelizumab""]",599,lexical_name_projection,"cisplatin, paclitaxel, tislelizumab"
"cisplatin, paclitaxel, toripalimab","[""Cisplatin"",""Paclitaxel"",""toripalimab""]",600,lexical_name_projection,"cisplatin, paclitaxel, toripalimab"
"cisplatin, pemetrexed, cemiplimab","[""Cemiplimab"",""Cisplatin"",""Pemetrexed""]",601,lexical_name_projection,"cisplatin, pemetrexed, cemiplimab"
"cisplatin, pemetrexed, durvalumab","[""Cisplatin"",""Durvalumab"",""Pemetrexed""]",602,lexical_name_projection,"cisplatin, pemetrexed, durvalumab"
"cisplatin, pemetrexed, ipilimumab, nivolumab","[""Cisplatin"",""Ipilimumab"",""Nivolumab"",""Pemetrexed""]",603,lexical_name_projection,"cisplatin, pemetrexed, ipilimumab, nivolumab"
"cisplatin, pemetrexed, nivolumab","[""Cisplatin"",""Nivolumab"",""Pemetrexed""]",604,lexical_name_projection,"cisplatin, pemetrexed, nivolumab"
"cisplatin, pemetrexed, pembrolizumab","[""Cisplatin"",""Pembrolizumab"",""Pemetrexed""]",605,lexical_name_projection,"cisplatin, pemetrexed, pembrolizumab"
"cisplatin, pemetrexed, rt","[""Cisplatin"",""Pemetrexed""]",606,lexical_name_projection,"cisplatin, pemetrexed, rt"
"cisplatin, pemetrexed, sintilimab","[""Cisplatin"",""Pemetrexed""]",607,lexical_name_projection,"cisplatin, pemetrexed, sintilimab"
"cisplatin, pemetrexed, tislelizumab","[""Cisplatin"",""Pemetrexed"",""tislelizumab""]",608,lexical_name_projection,"cisplatin, pemetrexed, tislelizumab"
"cisplatin, pemetrexed, ttfields","[""Cisplatin"",""Pemetrexed""]",609,lexical_name_projection,"cisplatin, pemetrexed, ttfields"
"cisplatin, vinorelbine, cetuximab","[""Cetuximab"",""Cisplatin"",""Vinorelbine""]",611,lexical_name_projection,"cisplatin, vinorelbine, cetuximab"
"cisplatin, vinorelbine, rt","[""Cisplatin"",""Vinorelbine""]",612,lexical_name_projection,"cisplatin, vinorelbine, rt"
cladribine and rituximab,"[""cladribine"",""Rituximab""]",615,lexical_name_projection,cladribine and rituximab
"clarithromycin, tetracycline, ppi, bismuth","[""clarithromycin"",""tetracycline""]",622,lexical_name_projection,"clarithromycin, tetracycline, ppi, bismuth"
clofarabine and lodac/decitabine,"[""clofarabine"",""Decitabine""]",626,lexical_name_projection,clofarabine and lodac/decitabine
clofarabine and melphalan,"[""clofarabine"",""Melphalan""]",627,lexical_name_projection,clofarabine and melphalan
"clofarabine and melphalan, then allo hsct","[""clofarabine"",""Melphalan""]",628,lexical_name_projection,"clofarabine and melphalan, then allo hsct"
cobimetinib and vemurafenib,"[""Cobimetinib"",""Vemurafenib""]",650,lexical_name_projection,cobimetinib and vemurafenib
"cobimetinib, vemurafenib, atezolizumab","[""Atezolizumab"",""Cobimetinib"",""Vemurafenib""]",652,lexical_name_projection,"cobimetinib, vemurafenib, atezolizumab"
copanlisib and rituximab,"[""copanlisib"",""Rituximab""]",717,lexical_name_projection,copanlisib and rituximab
cyclophosphamide and epirubicin (ec) and bevacizumab,"[""Bevacizumab"",""Cyclophosphamide"",""Epirubicin""]",754,lexical_name_projection,cyclophosphamide and epirubicin (ec) and bevacizumab
cyclophosphamide and etoposide,"[""Cyclophosphamide"",""Etoposide""]",755,lexical_name_projection,cyclophosphamide and etoposide
cyclophosphamide and lomustine,"[""Cyclophosphamide"",""Lomustine""]",757,lexical_name_projection,cyclophosphamide and lomustine
cyclophosphamide and methotrexate (cm),"[""Cyclophosphamide"",""Methotrexate""]",758,lexical_name_projection,cyclophosphamide and methotrexate (cm)
cyclophosphamide and topotecan,"[""Cyclophosphamide"",""Topotecan""]",762,lexical_name_projection,cyclophosphamide and topotecan
cyclophosphamide and vincristine,"[""Cyclophosphamide"",""Vincristine""]",763,lexical_name_projection,cyclophosphamide and vincristine
"cyclophosphamide, etoposide, fludarabine","[""Cyclophosphamide"",""Etoposide"",""fludarabine""]",773,lexical_name_projection,"cyclophosphamide, etoposide, fludarabine"
"cyclophosphamide, etoposide, methotrexate","[""Cyclophosphamide"",""Etoposide"",""Methotrexate""]",774,lexical_name_projection,"cyclophosphamide, etoposide, methotrexate"
"cyclophosphamide, etoposide, tbi","[""Cyclophosphamide"",""Etoposide""]",775,lexical_name_projection,"cyclophosphamide, etoposide, tbi"
"cyclophosphamide, fludarabine, thiotepa","[""Cyclophosphamide"",""fludarabine"",""thiotepa""]",776,lexical_name_projection,"cyclophosphamide, fludarabine, thiotepa"
"cyclophosphamide, lomustine, methotrexate","[""Cyclophosphamide"",""Lomustine"",""Methotrexate""]",778,lexical_name_projection,"cyclophosphamide, lomustine, methotrexate"
"cyclophosphamide, lomustine, procarbazine","[""Cyclophosphamide"",""Lomustine"",""Procarbazine""]",779,lexical_name_projection,"cyclophosphamide, lomustine, procarbazine"
"cyclophosphamide, methotrexate, rt","[""Cyclophosphamide"",""Methotrexate""]",780,lexical_name_projection,"cyclophosphamide, methotrexate, rt"
cyclosporine and mycophenolate mofetil,"[""cyclosporine"",""mycophenolate mofetil""]",782,lexical_name_projection,cyclosporine and mycophenolate mofetil
"cyclosporine, corticosteroids, rituximab","[""cyclosporine"",""Rituximab""]",784,lexical_name_projection,"cyclosporine, corticosteroids, rituximab"
"cyclosporine, mycophenolate mofetil, sirolimus","[""cyclosporine"",""mycophenolate mofetil"",""sirolimus""]",785,lexical_name_projection,"cyclosporine, mycophenolate mofetil, sirolimus"
dabrafenib and trametinib,"[""Dabrafenib"",""Trametinib""]",828,lexical_name_projection,dabrafenib and trametinib
"dabrafenib, trametinib, panitumumab","[""Dabrafenib"",""Panitumumab"",""Trametinib""]",830,lexical_name_projection,"dabrafenib, trametinib, panitumumab"
dacarbazine and gemcitabine,"[""Dacarbazine"",""Gemcitabine""]",832,lexical_name_projection,dacarbazine and gemcitabine
dacarbazine and interferon alfa-2a,"[""Dacarbazine"",""interferon alfa-2a""]",833,lexical_name_projection,dacarbazine and interferon alfa-2a
dacarbazine and ipilimumab,"[""Dacarbazine"",""Ipilimumab""]",834,lexical_name_projection,dacarbazine and ipilimumab
dacarbazine and tamoxifen,"[""Dacarbazine"",""Tamoxifen""]",835,lexical_name_projection,dacarbazine and tamoxifen
dactinomycin and vincristine,"[""dactinomycin"",""Vincristine""]",839,lexical_name_projection,dactinomycin and vincristine
dasatinib and blinatumomab,"[""blinatumomab"",""Dasatinib""]",860,lexical_name_projection,dasatinib and blinatumomab
decitabine and valproate,"[""Decitabine"",""valproate""]",910,lexical_name_projection,decitabine and valproate
decitabine and venetoclax,"[""Decitabine"",""Venetoclax""]",911,lexical_name_projection,decitabine and venetoclax
docetaxel and bevacizumab,"[""Bevacizumab"",""Docetaxel""]",935,lexical_name_projection,docetaxel and bevacizumab
docetaxel and estramustine,"[""Docetaxel"",""estramustine""]",936,lexical_name_projection,docetaxel and estramustine
docetaxel and gemcitabine,"[""Docetaxel"",""Gemcitabine""]",937,lexical_name_projection,docetaxel and gemcitabine
docetaxel and irinotecan,"[""Docetaxel"",""Irinotecan""]",938,lexical_name_projection,docetaxel and irinotecan
docetaxel and nintedanib,"[""Docetaxel"",""nintedanib""]",940,lexical_name_projection,docetaxel and nintedanib
docetaxel and nivolumab,"[""Docetaxel"",""Nivolumab""]",941,lexical_name_projection,docetaxel and nivolumab
docetaxel and ramucirumab,"[""Docetaxel"",""Ramucirumab""]",944,lexical_name_projection,docetaxel and ramucirumab
docetaxel and trastuzumab (th) and pyrotinib,"[""Docetaxel"",""Trastuzumab""]",947,lexical_name_projection,docetaxel and trastuzumab (th) and pyrotinib
docetaxel and vandetanib,"[""Docetaxel"",""vandetanib""]",948,lexical_name_projection,docetaxel and vandetanib
docetaxel and vinorelbine,"[""Docetaxel"",""Vinorelbine""]",949,lexical_name_projection,docetaxel and vinorelbine
"docetaxel, cetuximab, rt","[""Cetuximab"",""Docetaxel""]",950,lexical_name_projection,"docetaxel, cetuximab, rt"
"docetaxel, enzalutamide, prednisolone","[""Docetaxel"",""Enzalutamide""]",951,lexical_name_projection,"docetaxel, enzalutamide, prednisolone"
"docetaxel, estramustine, goserelin","[""Docetaxel"",""estramustine"",""Goserelin""]",952,lexical_name_projection,"docetaxel, estramustine, goserelin"
"docetaxel, fluorouracil, hydroxyurea, rt","[""Docetaxel"",""Fluorouracil"",""Hydroxyurea""]",953,lexical_name_projection,"docetaxel, fluorouracil, hydroxyurea, rt"
"docetaxel, fluorouracil, rt","[""Docetaxel"",""Fluorouracil""]",954,lexical_name_projection,"docetaxel, fluorouracil, rt"
"docetaxel, gemcitabine, rt","[""Docetaxel"",""Gemcitabine""]",955,lexical_name_projection,"docetaxel, gemcitabine, rt"
durvalumab and tremelimumab,"[""Durvalumab"",""tremelimumab""]",988,lexical_name_projection,durvalumab and tremelimumab
encorafenib and cetuximab,"[""Cetuximab"",""encorafenib""]",1038,lexical_name_projection,encorafenib and cetuximab
enfortumab vedotin and pembrolizumab,"[""enfortumab"",""Pembrolizumab""]",1039,lexical_name_projection,enfortumab vedotin and pembrolizumab
enzalutamide and leuprolide,"[""Enzalutamide"",""Leuprolide""]",1045,lexical_name_projection,enzalutamide and leuprolide
epirubicin and ifosfamide,"[""Epirubicin"",""Ifosfamide""]",1052,lexical_name_projection,epirubicin and ifosfamide
epirubicin and vinorelbine (ve),"[""Epirubicin"",""Vinorelbine""]",1053,lexical_name_projection,epirubicin and vinorelbine (ve)
eribulin and margetuximab,"[""eribulin"",""margetuximab""]",1057,lexical_name_projection,eribulin and margetuximab
eribulin and trastuzumab,"[""eribulin"",""Trastuzumab""]",1058,lexical_name_projection,eribulin and trastuzumab
erlotinib and bevacizumab,"[""Bevacizumab"",""Erlotinib""]",1060,lexical_name_projection,erlotinib and bevacizumab
erlotinib and gemcitabine,"[""Erlotinib"",""Gemcitabine""]",1061,lexical_name_projection,erlotinib and gemcitabine
erlotinib and ramucirumab,"[""Erlotinib"",""Ramucirumab""]",1062,lexical_name_projection,erlotinib and ramucirumab
etoposide and mitoxantrone,"[""Etoposide"",""mitoxantrone""]",1069,lexical_name_projection,etoposide and mitoxantrone
"etoposide, ifosfamide, imatinib","[""Etoposide"",""Ifosfamide"",""Imatinib""]",1074,lexical_name_projection,"etoposide, ifosfamide, imatinib"
"etoposide, ifosfamide, methotrexate","[""Etoposide"",""Ifosfamide"",""Methotrexate""]",1075,lexical_name_projection,"etoposide, ifosfamide, methotrexate"
everolimus and exemestane,"[""Everolimus"",""Exemestane""]",1080,lexical_name_projection,everolimus and exemestane
everolimus and lenvatinib,"[""Everolimus"",""Lenvatinib""]",1081,lexical_name_projection,everolimus and lenvatinib
everolimus and rituximab,"[""Everolimus"",""Rituximab""]",1083,lexical_name_projection,everolimus and rituximab
everolimus and tamoxifen,"[""Everolimus"",""Tamoxifen""]",1084,lexical_name_projection,everolimus and tamoxifen
exemestane and palbociclib,"[""Exemestane"",""Palbociclib""]",1087,lexical_name_projection,exemestane and palbociclib
exemestane and trastuzumab,"[""Exemestane"",""Trastuzumab""]",1088,lexical_name_projection,exemestane and trastuzumab
"exemestane, lapatinib, trastuzumab","[""Exemestane"",""lapatinib"",""Trastuzumab""]",1091,lexical_name_projection,"exemestane, lapatinib, trastuzumab"
fludarabine and alemtuzumab,"[""alemtuzumab"",""fludarabine""]",1140,lexical_name_projection,fludarabine and alemtuzumab
fludarabine and ibrutinib,"[""fludarabine"",""Ibrutinib""]",1141,lexical_name_projection,fludarabine and ibrutinib
fludarabine and melphalan,"[""fludarabine"",""Melphalan""]",1142,lexical_name_projection,fludarabine and melphalan
"fludarabine and melphalan, then allo hsct","[""fludarabine"",""Melphalan""]",1143,lexical_name_projection,"fludarabine and melphalan, then allo hsct"
fludarabine and rituximab (fr),"[""fludarabine"",""Rituximab""]",1145,lexical_name_projection,fludarabine and rituximab (fr)
"fludarabine, busulfan, cyclophosphamide, then allo hsct","[""Busulfan"",""Cyclophosphamide"",""fludarabine""]",1150,lexical_name_projection,"fludarabine, busulfan, cyclophosphamide, then allo hsct"
"fludarabine, cyclophosphamide, tbi for ducb or haploidentical transplant","[""Cyclophosphamide"",""fludarabine""]",1151,lexical_name_projection,"fludarabine, cyclophosphamide, tbi for ducb or haploidentical transplant"
fluorouracil and bevacizumab,"[""Bevacizumab"",""Fluorouracil""]",1153,lexical_name_projection,fluorouracil and bevacizumab
fluorouracil and methotrexate (mf),"[""Fluorouracil"",""Methotrexate""]",1156,lexical_name_projection,fluorouracil and methotrexate (mf)
fluorouracil and mitomycin,"[""Fluorouracil"",""Mitomycin""]",1157,lexical_name_projection,fluorouracil and mitomycin
fluorouracil and oxaliplatin (fuox) and tislelizumab,"[""Fluorouracil"",""Oxaliplatin"",""tislelizumab""]",1158,lexical_name_projection,fluorouracil and oxaliplatin (fuox) and tislelizumab
fluorouracil and paclitaxel,"[""Fluorouracil"",""Paclitaxel""]",1159,lexical_name_projection,fluorouracil and paclitaxel
fluorouracil and streptozocin,"[""Fluorouracil"",""streptozocin""]",1162,lexical_name_projection,fluorouracil and streptozocin
"fluorouracil, folinic acid, mitomycin","[""Fluorouracil"",""Mitomycin""]",1164,lexical_name_projection,"fluorouracil, folinic acid, mitomycin"
"fluorouracil, hydroxyurea, rt","[""Fluorouracil"",""Hydroxyurea""]",1165,lexical_name_projection,"fluorouracil, hydroxyurea, rt"
"fluorouracil, mitomycin, rt","[""Fluorouracil"",""Mitomycin""]",1166,lexical_name_projection,"fluorouracil, mitomycin, rt"
"fluorouracil, oxaliplatin, rt","[""Fluorouracil"",""Oxaliplatin""]",1167,lexical_name_projection,"fluorouracil, oxaliplatin, rt"
"fluorouracil, paclitaxel, rt","[""Fluorouracil"",""Paclitaxel""]",1168,lexical_name_projection,"fluorouracil, paclitaxel, rt"
flutamide and goserelin,"[""flutamide"",""Goserelin""]",1172,lexical_name_projection,flutamide and goserelin
flutamide and leuprolide,"[""flutamide"",""Leuprolide""]",1173,lexical_name_projection,flutamide and leuprolide
"flutamide, goserelin, rt","[""flutamide"",""Goserelin""]",1175,lexical_name_projection,"flutamide, goserelin, rt"
"flutamide, leuprolide, rt","[""flutamide"",""Leuprolide""]",1176,lexical_name_projection,"flutamide, leuprolide, rt"
fulvestrant and palbociclib,"[""Fulvestrant"",""Palbociclib""]",1216,lexical_name_projection,fulvestrant and palbociclib
fulvestrant and ribociclib,"[""Fulvestrant"",""Ribociclib""]",1217,lexical_name_projection,fulvestrant and ribociclib
gefitinib and pemetrexed,"[""Gefitinib"",""Pemetrexed""]",1232,lexical_name_projection,gefitinib and pemetrexed
"gefitinib, nedaplatin, pemetrexed","[""Gefitinib"",""Pemetrexed""]",1234,lexical_name_projection,"gefitinib, nedaplatin, pemetrexed"
gemcitabine and bevacizumab,"[""Bevacizumab"",""Gemcitabine""]",1237,lexical_name_projection,gemcitabine and bevacizumab
gemcitabine and irinotecan,"[""Gemcitabine"",""Irinotecan""]",1238,lexical_name_projection,gemcitabine and irinotecan
gemcitabine and margetuximab,"[""Gemcitabine"",""margetuximab""]",1239,lexical_name_projection,gemcitabine and margetuximab
gemcitabine and mitomycin,"[""Gemcitabine"",""Mitomycin""]",1240,lexical_name_projection,gemcitabine and mitomycin
gemcitabine and rituximab,"[""Gemcitabine"",""Rituximab""]",1243,lexical_name_projection,gemcitabine and rituximab
gemcitabine and sunitinib,"[""Gemcitabine"",""Sunitinib""]",1246,lexical_name_projection,gemcitabine and sunitinib
gemcitabine and trastuzumab,"[""Gemcitabine"",""Trastuzumab""]",1247,lexical_name_projection,gemcitabine and trastuzumab
gemcitabine and vinorelbine,"[""Gemcitabine"",""Vinorelbine""]",1248,lexical_name_projection,gemcitabine and vinorelbine
"gemcitabine, cetuximab, rt","[""Cetuximab"",""Gemcitabine""]",1250,lexical_name_projection,"gemcitabine, cetuximab, rt"
"gemcitabine, cisplatin, s-1","[""Cisplatin"",""Gemcitabine""]",1251,lexical_name_projection,"gemcitabine, cisplatin, s-1"
"gemcitabine, oxaliplatin, paclitaxel","[""Gemcitabine"",""Oxaliplatin"",""Paclitaxel""]",1252,lexical_name_projection,"gemcitabine, oxaliplatin, paclitaxel"
gemcitabine/fluorouracil and rt,"[""Fluorouracil"",""Gemcitabine""]",1253,lexical_name_projection,gemcitabine/fluorouracil and rt
"gm-csf, il-2, isotretinoin, dinutuximab","[""dinutuximab"",""isotretinoin""]",1264,lexical_name_projection,"gm-csf, il-2, isotretinoin, dinutuximab"
goserelin and letrozole,"[""Goserelin"",""Letrozole""]",1266,lexical_name_projection,goserelin and letrozole
goserelin and tamoxifen,"[""Goserelin"",""Tamoxifen""]",1268,lexical_name_projection,goserelin and tamoxifen
"goserelin, letrozole, ribociclib","[""Goserelin"",""Letrozole"",""Ribociclib""]",1270,lexical_name_projection,"goserelin, letrozole, ribociclib"
"goserelin, ribociclib, tamoxifen","[""Goserelin"",""Ribociclib"",""Tamoxifen""]",1271,lexical_name_projection,"goserelin, ribociclib, tamoxifen"
hydroxyurea and imatinib,"[""Hydroxyurea"",""Imatinib""]",1298,lexical_name_projection,hydroxyurea and imatinib
hydroxyurea and plicamycin,"[""Hydroxyurea"",""plicamycin""]",1299,lexical_name_projection,hydroxyurea and plicamycin
ibrutinib and obinutuzumab,"[""Ibrutinib"",""Obinutuzumab""]",1312,lexical_name_projection,ibrutinib and obinutuzumab
ibrutinib and ofatumumab,"[""Ibrutinib"",""ofatumumab""]",1313,lexical_name_projection,ibrutinib and ofatumumab
ibrutinib and rituximab,"[""Ibrutinib"",""Rituximab""]",1314,lexical_name_projection,ibrutinib and rituximab
ibrutinib and ublituximab,"[""Ibrutinib"",""ublituximab""]",1315,lexical_name_projection,ibrutinib and ublituximab
ibrutinib and venetoclax,"[""Ibrutinib"",""Venetoclax""]",1316,lexical_name_projection,ibrutinib and venetoclax
"ibrutinib, venetoclax, obinutuzumab","[""Ibrutinib"",""Obinutuzumab"",""Venetoclax""]",1318,lexical_name_projection,"ibrutinib, venetoclax, obinutuzumab"
"idarubicin, then mitoxantrone, then idarubicin","[""Idarubicin"",""mitoxantrone""]",1326,lexical_name_projection,"idarubicin, then mitoxantrone, then idarubicin"
"idarubicin, then mitoxantrone, then idarubicin, with atra","[""Idarubicin"",""mitoxantrone""]",1327,lexical_name_projection,"idarubicin, then mitoxantrone, then idarubicin, with atra"
idelalisib and ofatumumab,"[""Idelalisib"",""ofatumumab""]",1331,lexical_name_projection,idelalisib and ofatumumab
idelalisib and rituximab,"[""Idelalisib"",""Rituximab""]",1332,lexical_name_projection,idelalisib and rituximab
ifosfamide and gemcitabine,"[""Gemcitabine"",""Ifosfamide""]",1341,lexical_name_projection,ifosfamide and gemcitabine
ifosfamide and methotrexate,"[""Ifosfamide"",""Methotrexate""]",1342,lexical_name_projection,ifosfamide and methotrexate
ifosfamide and paclitaxel,"[""Ifosfamide"",""Paclitaxel""]",1343,lexical_name_projection,ifosfamide and paclitaxel
ifosfamide and vinorelbine,"[""Ifosfamide"",""Vinorelbine""]",1344,lexical_name_projection,ifosfamide and vinorelbine
imatinib and peginterferon alfa-2a,"[""Imatinib"",""peginterferon alfa-2a""]",1352,lexical_name_projection,imatinib and peginterferon alfa-2a
interferon alfa-2a and isotretinoin,"[""interferon alfa-2a"",""isotretinoin""]",1361,lexical_name_projection,interferon alfa-2a and isotretinoin
ip carboplatin and paclitaxel,"[""Carboplatin"",""Paclitaxel""]",1379,lexical_name_projection,ip carboplatin and paclitaxel
ip cisplatin and cyclophosphamide,"[""Cisplatin"",""Cyclophosphamide""]",1380,lexical_name_projection,ip cisplatin and cyclophosphamide
ip cisplatin and paclitaxel,"[""Cisplatin"",""Paclitaxel""]",1381,lexical_name_projection,ip cisplatin and paclitaxel
ipilimumab and nivolumab,"[""Ipilimumab"",""Nivolumab""]",1384,lexical_name_projection,ipilimumab and nivolumab
ipilimumab-nivolumab,"[""Ipilimumab"",""Nivolumab""]",1387,lexical_name_projection,ipilimumab-nivolumab
irinotecan and bevacizumab,"[""Bevacizumab"",""Irinotecan""]",1392,lexical_name_projection,irinotecan and bevacizumab
irinotecan and cetuximab,"[""Cetuximab"",""Irinotecan""]",1393,lexical_name_projection,irinotecan and cetuximab
irinotecan and mitomycin,"[""Irinotecan"",""Mitomycin""]",1394,lexical_name_projection,irinotecan and mitomycin
